"sampleID" "broad.cluster" "cluster" "diagnosis"
"mc_L_1609" 37 "L" "L2/3" "ASD"
"mc_L_1610" 37 "L" "L2/3" "ASD"
"mc_L_1611" 37 "L" "L2/3" "ASD"
"mc_L_1612" 37 "L" "L4" "ASD"
"mc_L_1613" 37 "L" "L2/3" "ASD"
"mc_L_1614" 37 "L" "L2/3" "ASD"
"mc_L_1615" 37 "L" "L5/6-CC" "ASD"
"mc_L_1616" 37 "L" "L5/6" "ASD"
"mc_L_1617" 37 "L" "L5/6" "ASD"
"mc_L_1618" 37 "L" "L5/6" "ASD"
"mc_L_1619" 37 "L" "L4" "ASD"
"mc_L_1620" 37 "L" "L5/6-CC" "ASD"
"mc_L_1621" 37 "L" "L2/3" "ASD"
"mc_L_1622" 37 "L" "L5/6-CC" "ASD"
"mc_L_1623" 37 "L" "L2/3" "ASD"
"mc_L_1624" 38 "L" "L5/6" "ASD"
"mc_L_1625" 38 "L" "L5/6" "ASD"
"mc_L_1626" 38 "L" "L5/6" "ASD"
"mc_L_1627" 38 "L" "L5/6" "ASD"
"mc_L_1628" 38 "L" "L2/3" "ASD"
"mc_L_1629" 38 "L" "L2/3" "ASD"
"mc_L_1630" 38 "L" "L4" "ASD"
"mc_L_1631" 38 "L" "L2/3" "ASD"
"mc_L_1632" 38 "L" "L4" "ASD"
"mc_L_1633" 38 "L" "L5/6-CC" "ASD"
"mc_L_1634" 38 "L" "L2/3" "ASD"
"mc_L_1635" 38 "L" "L4" "ASD"
"mc_L_1636" 38 "L" "L4" "ASD"
"mc_L_1637" 38 "L" "L4" "ASD"
"mc_L_1638" 38 "L" "L4" "ASD"
"mc_L_1639" 38 "L" "L4" "ASD"
"mc_L_1640" 38 "L" "L5/6" "ASD"
"mc_L_1641" 38 "L" "L5/6-CC" "ASD"
"mc_L_1642" 38 "L" "L5/6-CC" "ASD"
"mc_L_1643" 38 "L" "L5/6" "ASD"
"mc_L_1644" 39 "L" "L2/3" "Control"
"mc_L_1645" 39 "L" "L2/3" "Control"
"mc_L_1646" 39 "L" "L2/3" "Control"
"mc_L_1647" 39 "L" "L2/3" "Control"
"mc_L_1648" 39 "L" "L2/3" "Control"
"mc_L_1649" 39 "L" "L2/3" "Control"
"mc_L_1650" 39 "L" "L2/3" "Control"
"mc_L_1651" 39 "L" "L2/3" "Control"
"mc_L_1652" 39 "L" "L2/3" "Control"
"mc_L_1653" 39 "L" "L2/3" "Control"
"mc_L_1654" 39 "L" "L2/3" "Control"
"mc_L_1655" 39 "L" "L2/3" "Control"
"mc_L_1656" 39 "L" "L2/3" "Control"
"mc_L_1657" 39 "L" "L2/3" "Control"
"mc_L_1658" 39 "L" "L5/6" "Control"
"mc_L_1659" 39 "L" "L5/6" "Control"
"mc_L_1660" 39 "L" "L5/6" "Control"
"mc_L_1661" 39 "L" "L5/6" "Control"
"mc_L_1662" 39 "L" "L5/6" "Control"
"mc_L_1663" 39 "L" "L5/6" "Control"
"mc_L_1664" 39 "L" "L2/3" "Control"
"mc_L_1665" 39 "L" "L4" "Control"
"mc_L_1666" 39 "L" "L4" "Control"
"mc_L_1667" 39 "L" "L4" "Control"
"mc_L_1668" 39 "L" "L4" "Control"
"mc_L_1669" 39 "L" "L5/6" "Control"
"mc_L_1670" 39 "L" "L5/6-CC" "Control"
"mc_L_1671" 39 "L" "L5/6-CC" "Control"
"mc_L_1672" 39 "L" "L5/6-CC" "Control"
"mc_L_1673" 39 "L" "L5/6-CC" "Control"
"mc_L_1674" 39 "L" "L2/3" "Control"
"mc_L_1675" 39 "L" "L4" "Control"
"mc_L_1676" 39 "L" "L4" "Control"
"mc_L_1677" 40 "L" "L2/3" "ASD"
"mc_L_1678" 40 "L" "L4" "ASD"
"mc_L_1679" 40 "L" "L4" "ASD"
"mc_L_1680" 40 "L" "L5/6-CC" "ASD"
"mc_L_1681" 40 "L" "L4" "ASD"
"mc_L_1682" 40 "L" "L4" "ASD"
"mc_L_1683" 40 "L" "L5/6-CC" "ASD"
"mc_L_1684" 40 "L" "L4" "ASD"
"mc_L_1685" 40 "L" "L4" "ASD"
"mc_L_1686" 40 "L" "L4" "ASD"
"mc_L_1687" 40 "L" "L5/6-CC" "ASD"
"mc_L_1688" 40 "L" "L5/6-CC" "ASD"
"mc_L_1689" 40 "L" "L5/6-CC" "ASD"
"mc_L_1690" 40 "L" "L2/3" "ASD"
"mc_L_1691" 40 "L" "L2/3" "ASD"
"mc_L_1692" 40 "L" "L2/3" "ASD"
"mc_L_1693" 40 "L" "L5/6-CC" "ASD"
"mc_L_1694" 40 "L" "L2/3" "ASD"
"mc_L_1695" 40 "L" "L2/3" "ASD"
"mc_L_1696" 40 "L" "L2/3" "ASD"
"mc_L_1697" 40 "L" "L2/3" "ASD"
"mc_L_1698" 40 "L" "L4" "ASD"
"mc_L_1699" 40 "L" "L5/6-CC" "ASD"
"mc_L_1700" 40 "L" "L2/3" "ASD"
"mc_L_1701" 40 "L" "L5/6-CC" "ASD"
"mc_L_1702" 40 "L" "L5/6-CC" "ASD"
"mc_L_1703" 40 "L" "L5/6-CC" "ASD"
"mc_L_1704" 40 "L" "L5/6-CC" "ASD"
"mc_L_1705" 40 "L" "L5/6-CC" "ASD"
"mc_L_1706" 40 "L" "L4" "ASD"
"mc_L_1707" 40 "L" "L5/6-CC" "ASD"
"mc_L_1708" 40 "L" "L5/6" "ASD"
"mc_L_1709" 40 "L" "L5/6" "ASD"
"mc_L_1710" 40 "L" "L5/6" "ASD"
"mc_L_1711" 40 "L" "L5/6" "ASD"
"mc_L_1712" 40 "L" "L5/6" "ASD"
"mc_L_1713" 40 "L" "L5/6-CC" "ASD"
"mc_L_1714" 40 "L" "L4" "ASD"
"mc_L_1715" 40 "L" "L4" "ASD"
"mc_L_1716" 41 "L" "L4" "ASD"
"mc_L_1717" 41 "L" "L5/6" "ASD"
"mc_L_1718" 41 "L" "L5/6" "ASD"
"mc_L_1719" 41 "L" "L5/6" "ASD"
"mc_L_1720" 41 "L" "L5/6-CC" "ASD"
"mc_L_1721" 41 "L" "L4" "ASD"
"mc_L_1722" 41 "L" "L5/6" "ASD"
"mc_L_1723" 41 "L" "L5/6" "ASD"
"mc_L_1724" 41 "L" "L2/3" "ASD"
"mc_L_1725" 41 "L" "L4" "ASD"
"mc_L_1726" 41 "L" "L5/6-CC" "ASD"
"mc_L_1727" 41 "L" "L2/3" "ASD"
"mc_L_1728" 41 "L" "L4" "ASD"
"mc_L_1729" 41 "L" "L4" "ASD"
"mc_L_1730" 41 "L" "L4" "ASD"
"mc_L_1731" 41 "L" "L5/6-CC" "ASD"
"mc_L_1732" 41 "L" "L2/3" "ASD"
"mc_L_1733" 41 "L" "L4" "ASD"
"mc_L_1734" 41 "L" "L4" "ASD"
"mc_L_1735" 41 "L" "L4" "ASD"
"mc_L_1736" 41 "L" "L5/6-CC" "ASD"
"mc_L_1737" 41 "L" "L2/3" "ASD"
"mc_L_1738" 41 "L" "L4" "ASD"
"mc_L_1739" 41 "L" "L4" "ASD"
"mc_L_1740" 41 "L" "L4" "ASD"
"mc_L_1741" 41 "L" "L4" "ASD"
"mc_L_1742" 41 "L" "L4" "ASD"
"mc_L_1743" 41 "L" "L4" "ASD"
"mc_L_1744" 41 "L" "L4" "ASD"
"mc_L_1745" 41 "L" "L4" "ASD"
"mc_L_1746" 41 "L" "L4" "ASD"
"mc_L_1747" 41 "L" "L4" "ASD"
"mc_L_1748" 41 "L" "L4" "ASD"
"mc_L_1749" 41 "L" "L4" "ASD"
"mc_L_1750" 41 "L" "L4" "ASD"
"mc_L_1751" 41 "L" "L5/6" "ASD"
"mc_L_1752" 41 "L" "L5/6-CC" "ASD"
"mc_L_1753" 41 "L" "L2/3" "ASD"
"mc_L_1754" 41 "L" "L4" "ASD"
"mc_L_1755" 41 "L" "L5/6-CC" "ASD"
"mc_L_1756" 41 "L" "L5/6-CC" "ASD"
"mc_L_1757" 41 "L" "L5/6-CC" "ASD"
"mc_L_1758" 41 "L" "L5/6-CC" "ASD"
"mc_L_1759" 41 "L" "L5/6-CC" "ASD"
"mc_L_1760" 41 "L" "L2/3" "ASD"
"mc_L_1761" 41 "L" "L2/3" "ASD"
"mc_L_1762" 41 "L" "L2/3" "ASD"
"mc_L_1763" 41 "L" "L2/3" "ASD"
"mc_L_1764" 41 "L" "L2/3" "ASD"
"mc_L_1765" 41 "L" "L2/3" "ASD"
"mc_L_1766" 41 "L" "L2/3" "ASD"
"mc_L_1767" 41 "L" "L2/3" "ASD"
"mc_L_1768" 41 "L" "L2/3" "ASD"
"mc_L_1769" 41 "L" "L2/3" "ASD"
"mc_L_1770" 41 "L" "L2/3" "ASD"
"mc_L_1771" 41 "L" "L2/3" "ASD"
"mc_L_1772" 41 "L" "L2/3" "ASD"
"mc_L_1773" 41 "L" "L4" "ASD"
"mc_L_1774" 41 "L" "L5/6-CC" "ASD"
"mc_L_1775" 41 "L" "L2/3" "ASD"
"mc_L_1776" 41 "L" "L2/3" "ASD"
"mc_L_1777" 41 "L" "L2/3" "ASD"
"mc_L_1778" 41 "L" "L2/3" "ASD"
